id_consulta,tipo_tarefa,pergunta,resposta,arquitetura,tempo_resposta_seg,ferramenta_esperada,ferramenta_usada,erro,timestamp_inicio,timestamp_fim,referencia_tipo,referencia_url_esperada,referencia_codigo_linha,referencia_letreiro,referencia_sentido_descricao,referencia_erro,referencia_observacao,referencia_timestamp_inicio,referencia_timestamp_fim,referencia_linha_resolvida,referencia_horarios_esperados,referencia_rota_tempo_total_min,referencia_rota_distancia_total_km,referencia_rota_qtd_baldeacoes,referencia_rota_linhas_utilizadas,referencia_rota_pontos_embarque,referencia_rota_pontos_desembarque,referencia_faq_pergunta,referencia_faq_resposta,referencia_faq_texto,referencia_faq_categoria,referencia_faq_similaridade_pergunta,referencia_faq_score,pef,acuracia,completude,delta_temporal_status_seg,delta_temporal_horarios_seg,delta_temporal_rotas_seg,delta_temporal_faq_seg,atualidade,qoi
F020,faq,O Bilhete Único é personalizado e de uso pessoal?,"Sim, o **Bilhete Único** é um cartão **personalizado** e de **uso pessoal**. Parte das informações cadastradas, como nome, CPF e número do cartão, é impressa diretamente no bilhete. Além disso, ele é **intransferível**, o que significa que não pode ser emprestado a outra pessoa. O cartão deve ser utilizado apenas pelo seu titular.

Se precisar de mais informações ou tiver outras perguntas, estou à disposição!",multiagente,12.1007,faq,faq,,2026-06-30T09:50:25.809631,2026-06-30T09:50:37.909609,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:50:25.809631,2026-06-30T09:50:25.809631,,,,,,,,,O Bilhete Único será personalizado?,"Parte das informações apresentadas no cadastrado será impressa no Bilhete Único como o nome, CPF e nº do cartão. O cartão será de uso pessoal e intransferível.","O Bilhete Único será personalizado?

Parte das informações apresentadas no cadastrado será impressa no Bilhete Único como o nome, CPF e nº do cartão. O cartão será de uso pessoal e intransferível.",BILHETE ÚNICO,1.0,1.0,1,0.6429,1.0,,,,12.1,1.0,0.880967
F021,faq,Quem pode adquirir e usar o Bilhete Único comum da SPTrans?,"Qualquer pessoa acima de 6 anos que tenha RG e CPF próprios pode adquirir e usar o **Bilhete Único comum** da SPTrans. É importante lembrar que o cartão é de uso pessoal e intransferível.

Se precisar de mais informações ou tiver outras perguntas, estou à disposição!",multiagente,3.8211,faq,faq,,2026-06-30T09:50:37.914346,2026-06-30T09:50:41.730999,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:50:37.914346,2026-06-30T09:50:37.914346,,,,,,,,,Quem pode adquirir e usar o Bilhete Único?,Qualquer pessoa acima de 6 anos que tenha RG e CPF próprios. O cartão é de uso pessoal e intransferível.,"Quem pode adquirir e usar o Bilhete Único?

Qualquer pessoa acima de 6 anos que tenha RG e CPF próprios. O cartão é de uso pessoal e intransferível.",BILHETE ÚNICO,1.0,1.0,1.0,0.9722,1.0,,,,3.8167,1.0,0.990733
F022,faq,Como faço para adquirir um Bilhete Único da SPTrans?,"Para adquirir um **Bilhete Único** da SPTrans, você deve seguir os seguintes passos:

1. **Dirija-se a um Posto de Atendimento ou Ponto de Venda:** Você pode encontrar os locais onde é possível solicitar o Bilhete Único. Uma lista completa dos postos está disponível no site da SPTrans.

2. **Leve os Documentos Necessários:**
   - **RG** (Registro Geral) ou **CNH** (Carteira Nacional de Habilitação).
   - **CPF** (Cadastro de Pessoas Físicas) do próprio titular (se não constar no documento de identidade apresentado).
   
3. **Preenchimento de Formulário:** No local de atendimento, você deverá preencher um formulário de solicitação.

4. **Aguarde a Emissão:** Após a solicitação, o Bilhete Único será impresso na hora, e você poderá usá-lo imediatamente.

5. **Carregar o Bilhete:** Após receber o seu Bilhete Único, lembre-se de carregá-lo com créditos para poder utilizá-lo no transporte público.

Se tiver mais dúvidas ou precisar de mais informações, estou aqui para ajudar!",multiagente,5.179,faq,faq,,2026-06-30T09:50:41.730999,2026-06-30T09:50:46.912845,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:50:41.730999,2026-06-30T09:50:41.730999,,,,,,,,,Como faço para adquirir um Bilhete Único?,"Faça o cadastro do Bilhete Único pelo site da SPTrans. Após preencher o cadastro, sem deixar pendências, retire o cartão em um Posto de Atendimento da SPTrans (os Postos de Atendimento localizados nos Terminais da SPTrans funcionam, diariamente, das 06h às 22h). Apresente um documento de identidade em condições que permitam a identificação do solicitante, de preferência com menos de 10 anos de emissão, para retirar o cartão.","Como faço para adquirir um Bilhete Único?

Faça o cadastro do Bilhete Único pelo site da SPTrans. Após preencher o cadastro, sem deixar pendências, retire o cartão em um Posto de Atendimento da SPTrans (os Postos de Atendimento localizados nos Terminais da SPTrans funcionam, diariamente, das 06h às 22h). Apresente um documento de identidade em condições que permitam a identificação do solicitante, de preferência com menos de 10 anos de emissão, para retirar o cartão.",BILHETE ÚNICO,1.0,1.0,1.0,0.75,0.666,,,,5.1818,1.0,0.805333
F023,faq,É permitido ter mais de um Bilhete Único?,"A informação específica sobre ter mais de um Bilhete Único da SPTrans não foi encontrada na base de dados. Entretanto, o Bilhete Único é um cartão de uso pessoal e intransferível, e a prática geralmente é que cada pessoa tenha apenas um Bilhete Único.

Para esclarecimentos mais detalhados ou regras específicas, é recomendável entrar em contato diretamente com a SPTrans ou consultar o site oficial para informações atualizadas.

Se você tiver mais perguntas ou precisar de assistência com outro tema, fico à disposição!",multiagente,12.2396,faq,faq,,2026-06-30T09:50:46.912845,2026-06-30T09:50:59.156944,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:50:46.912845,2026-06-30T09:50:46.912845,,,,,,,,,Posso adquirir mais de um Bilhete Único?,É permitido apenas um cartão por usuário.,"Posso adquirir mais de um Bilhete Único?

É permitido apenas um cartão por usuário.",BILHETE ÚNICO,1.0,1.0,1,0.5,1.0,,,,12.2441,1.0,0.833333
F024,faq,Quanto custa a segunda via do Bilhete Único comum?,"O custo para a **emissão da segunda via do Bilhete Único** é de **7 tarifas de ônibus vigentes**. Este valor deve ser pago em dinheiro no momento da solicitação da segunda via, que pode ser feita em um Posto de Atendimento da SPTrans.

Se precisar de mais informações ou tiver outras perguntas, estou à disposição!",multiagente,14.5867,faq,faq,,2026-06-30T09:50:59.157969,2026-06-30T09:51:13.744239,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:50:59.157969,2026-06-30T09:50:59.157969,,,,,,,,,Quanto custa a 2ª via do Bilhete Único?,O custo para a emissão da 2ª via do Bilhete Único é de 7 tarifas de ônibus vigentes e deve ser paga em dinheiro.,"Quanto custa a 2ª via do Bilhete Único?

O custo para a emissão da 2ª via do Bilhete Único é de 7 tarifas de ônibus vigentes e deve ser paga em dinheiro.",BILHETE ÚNICO,1.0,1.0,1,0.95,1.0,,,,14.5863,1.0,0.983333
F025,faq,Qual é a ordem de desconto dos créditos na catraca do Bilhete Único?,"A ordem de desconto dos créditos na catraca do **Bilhete Único** é a seguinte:

1. **Crédito do tipo Vale-Transporte**
2. **Crédito do tipo Estudante** (que pode ser meia tarifa ou gratuidade)
3. **Crédito do tipo Comum** (primeiro os créditos de tempo e depois os créditos em dinheiro)

Se todas as carteiras estiverem vazias ou com valor inferior a 1 tarifa vigente, o usuário precisará pagar o valor integral da tarifa em dinheiro.

Se você tiver mais perguntas ou precisar de mais informações, estou à disposição!",multiagente,13.5952,faq,faq,,2026-06-30T09:51:13.745175,2026-06-30T09:51:27.339937,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:51:13.745175,2026-06-30T09:51:13.745175,,,,,,,,,Qual a ordem de desconto na catraca?,"No momento do pagamento da tarifa o validador efetua os descontos na seguinte ordem:
1º - crédito do tipo Vale-Transporte;
2º - crédito do tipo Estudante (1/2 tarifa ou gratuidade); e
3º - crédito do tipo Comum (créditos de tempo e depois créditos em dinheiro).
Se todas as carteiras estiverem vazias, ou com valor inferior a 1 tarifa vigente, o usuário pagará o valor integral da tarifa em dinheiro.","Qual a ordem de desconto na catraca?

No momento do pagamento da tarifa o validador efetua os descontos na seguinte ordem:
1º - crédito do tipo Vale-Transporte;
2º - crédito do tipo Estudante (1/2 tarifa ou gratuidade); e
3º - crédito do tipo Comum (créditos de tempo e depois créditos em dinheiro).
Se todas as carteiras estiverem vazias, ou com valor inferior a 1 tarifa vigente, o usuário pagará o valor integral da tarifa em dinheiro.",BILHETE ÚNICO,1.0,1.0,1,0.9224,1.0,,,,13.5948,1.0,0.974133
F026,faq,Quais são as regras de uso dos créditos do tipo Comum no Bilhete Único?,"As regras de utilização para os **créditos do tipo Comum** no Bilhete Único são as seguintes:

1. **4 embarques em 3 horas** nos ônibus do Serviço de Transporte Coletivo Público de Passageiros na Cidade de São Paulo, com o pagamento de **1 tarifa vigente**.
  
2. **4 embarques em 3 horas**, sendo um embarque no Sistema Estadual de Transporte Metropolitano Metroferroviário dentro das duas primeiras horas, e os demais embarques em ônibus diferentes do Serviço de Transporte Coletivo Público de Passageiros, com o pagamento de **1 tarifa integrada vigente**.

3. **Aos domingos**, viajar nos ônibus municipais da cidade de São Paulo é **gratuito** para todos os passageiros das 0h às 23h59. Essa gratuidade permite realizar quantas viagens forem necessárias nesse período. Não há desconto na integração com os trilhos aos domingos, uma vez que os ônibus são gratuitos. A gratuidade também vale no **Natal (25/12)**, **Ano Novo (1/1)** e **Aniversário de São Paulo (25/1)**.

Se você tiver mais perguntas ou precisar de mais informações, estou à disposição!",multiagente,19.771,faq,faq,,2026-06-30T09:51:27.341956,2026-06-30T09:51:47.112957,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:51:27.341956,2026-06-30T09:51:27.341956,,,,,,,,,Quais são as regras de utilização para créditos do tipo Comum?,"• 4 embarques em 3 horas, nos ônibus do Serviço de Transporte Coletivo Público de Passageiros na Cidade de São Paulo, com o pagamento de 1 tarifa vigente;
• 4 embarques em 3 horas , sendo um embarque no Sistema Estadual de Transporte Metropolitano Metroferroviário, nas duas primeiras horas e os demais embarques em ônibus diferentes, do Serviço de Transporte Coletivo Público de Passageiros na Cidade de São Paulo, com o pagamento de 1 tarifa integrada vigente;
•  Aos domingos, viajar nos ônibus municipais da cidade de São Paulo é gratuito para todos os passageiros da 0h às 23h59. A gratuidade aos domingos permite que o passageiro realize quantas viagens precisar, da 0h às 23h59. Não há desconto na integração com os trilhos aos domingos, já que os ônibus são gratuitos. Essa gratuidade também vale no Natal (25/12), Ano Novo (1/1) e Aniversário de São Paulo (25/1).","Quais são as regras de utilização para créditos do tipo Comum?

• 4 embarques em 3 horas, nos ônibus do Serviço de Transporte Coletivo Público de Passageiros na Cidade de São Paulo, com o pagamento de 1 tarifa vigente;
• 4 embarques em 3 horas , sendo um embarque no Sistema Estadual de Transporte Metropolitano Metroferroviário, nas duas primeiras horas e os demais embarques em ônibus diferentes, do Serviço de Transporte Coletivo Público de Passageiros na Cidade de São Paulo, com o pagamento de 1 tarifa integrada vigente;
•  Aos domingos, viajar nos ônibus municipais da cidade de São Paulo é gratuito para todos os passageiros da 0h às 23h59. A gratuidade aos domingos permite que o passageiro realize quantas viagens precisar, da 0h às 23h59. Não há desconto na integração com os trilhos aos domingos, já que os ônibus são gratuitos. Essa gratuidade também vale no Natal (25/12), Ano Novo (1/1) e Aniversário de São Paulo (25/1).",BILHETE ÚNICO,1.0,1.0,1,0.9755,1.0,,,,19.771,1.0,0.991833
F027,faq,O que significa a mensagem de bloqueio temporário no Bilhete Único?,"A mensagem de **""bloqueio temporário""** do Bilhete Único indica que a reutilização do mesmo tipo de crédito (como Estudante, Professor ou Vale-Transporte) no mesmo ônibus ou em estações de metrô/trem deve obedecer a um intervalo mínimo de **30 minutos**.

Se você tentar fazer um novo uso do mesmo crédito antes desse período, o validador buscará outros tipos de créditos disponíveis no mesmo cartão para cobrar a passagem. Caso não haja créditos diferentes disponíveis, a mensagem de bloqueio temporário será exibida até que o intervalo mínimo seja respeitado.

Se tiver mais perguntas ou precisar de mais informações, estou à disposição!",multiagente,13.6513,faq,faq,,2026-06-30T09:51:47.114967,2026-06-30T09:52:00.765977,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:51:47.114967,2026-06-30T09:51:47.114967,,,,,,,,,"O que significa a mensagem de ""bloqueio temporário"" do Bilhete Único?","A reutilização do mesmo tipo de crédito (Estudante, Professor ou Vale-Transporte) no mesmo ônibus ou Estações de metrô/trem deve obedecer ao intervalo mínimo de 30 minutos. Ao tentar fazer novo uso em um intervalo inferior ao estabelecido pela SPTrans, o validador buscará outros tipos de créditos, no mesmo cartão, para cobrar a passagem. Caso não existam créditos diferentes disponíveis será exibida a mensagem ""bloqueio temporário"" até que o intervalo mínimo seja respeitado.","O que significa a mensagem de ""bloqueio temporário"" do Bilhete Único?

A reutilização do mesmo tipo de crédito (Estudante, Professor ou Vale-Transporte) no mesmo ônibus ou Estações de metrô/trem deve obedecer ao intervalo mínimo de 30 minutos. Ao tentar fazer novo uso em um intervalo inferior ao estabelecido pela SPTrans, o validador buscará outros tipos de créditos, no mesmo cartão, para cobrar a passagem. Caso não existam créditos diferentes disponíveis será exibida a mensagem ""bloqueio temporário"" até que o intervalo mínimo seja respeitado.",BILHETE ÚNICO,1.0,1.0,1,0.9524,1.0,,,,13.651,1.0,0.984133
F028,faq,Como funciona a solicitação do Bilhete Único Comum com entrega em casa?,"Para solicitar o **Bilhete Único Comum** com entrega em casa, siga os passos abaixo:

1. Acesse o **Site de Atendimento da SPTrans** em [sptrans.com.br/atendimento](http://sptrans.com.br/atendimento).
2. Clique no serviço **“Comum/VT”**.
3. Selecione a opção **“Comum - Receba seu cartão em casa”**.
4. Siga as etapas indicadas no site para concluir o pedido.

### Informações Adicionais:
- Menores de idade também podem solicitar a entrega do Bilhete Único em casa.
- Se a entrega não for realizada após 3 tentativas, o cartão será encaminhado ao **Posto Central** (Rua Boa Vista, 274 – Centro – Mezanino), e o usuário será informado através do Site de Atendimento. Não haverá reembolso se as tentativas de entrega forem realizadas.
- Caso você já tenha realizado um pedido anteriormente, é possível solicitar um novo bilhete pelo site. O bilhete atual será cancelado automaticamente durante esse processo.

Esses passos devem ajudar no entendimento e na solicitação do Bilhete Único Comum com entrega em casa. Se você tiver mais perguntas, estou aqui para ajudar!",multiagente,20.4565,faq,faq,,2026-06-30T09:52:00.766987,2026-06-30T09:52:21.223676,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:52:00.766987,2026-06-30T09:52:00.766987,,,,,,,,,Como funciona o serviço de solicitação do Bilhete Único Comum com entrega em casa?,"O(a) usuário(a) deve acessar o Site de Atendimento da SPTrans (sptrans.com.br/atendimento), clicar no serviço “Comum/VT” e, em seguida, selecionar a opção “Comum - Receba seu cartão em casa”. Após isso, basta seguir as etapas indicadas para concluir o pedido.","Como funciona o serviço de solicitação do Bilhete Único Comum com entrega em casa?

O(a) usuário(a) deve acessar o Site de Atendimento da SPTrans (sptrans.com.br/atendimento), clicar no serviço “Comum/VT” e, em seguida, selecionar a opção “Comum - Receba seu cartão em casa”. Após isso, basta seguir as etapas indicadas para concluir o pedido.",BILHETE ÚNICO COMUM EM CASA,1.0,1.0,1,0.68,1.0,,,,20.4567,1.0,0.893333
F029,faq,"Após o pagamento do boleto de Vale-Transporte, em quanto tempo a recarga fica disponível?","Após o pagamento do boleto, a recarga do **Vale-Transporte** fica disponível em um prazo de **até 2 dias úteis** para a liquidação financeira e disponibilização para recarga. Portanto, é importante aguardar esse período para que a recarga possa ser utilizada.

Se tiver mais perguntas ou precisar de mais informações, estou aqui para ajudar!",multiagente,18.6854,faq,faq,,2026-06-30T09:52:21.226599,2026-06-30T09:52:39.911797,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:52:21.226599,2026-06-30T09:52:21.226599,,,,,,,,,Minha empresa já fez o pedido do Vale-Transporte. Por que a recarga ainda não está disponível?,"Após o pagamento do boleto, é preciso aguardar 2 dias úteis para a liquidação financeira e disponibilização para recarga.","Minha empresa já fez o pedido do Vale-Transporte. Por que a recarga ainda não está disponível?

Após o pagamento do boleto, é preciso aguardar 2 dias úteis para a liquidação financeira e disponibilização para recarga.",BILHETE ÚNICO VALE-TRANSPORTE,1.0,1.0,1,0.9773,1.0,,,,18.6852,1.0,0.992433
F030,faq,"Se não conseguirem entregar o Bilhete Único Comum em Casa, onde retiro o cartão e há reembolso?","Caso a empresa responsável não consiga realizar a entrega do Bilhete Único Comum após 3 tentativas, o cartão será encaminhado ao **Posto Central**, localizado na Rua Boa Vista, 274 – Centro – Mezanino. Todas essas informações estarão disponíveis para o(a) usuário(a) pelo Site de Atendimento.

Em relação ao reembolso, não haverá reembolso, uma vez que as tentativas de entrega tiverem sido devidamente realizadas.

Se precisar de mais informações ou tiver outras dúvidas, estou à disposição!",multiagente,8.0416,faq,faq,,2026-06-30T09:52:39.912799,2026-06-30T09:52:47.954569,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:52:39.912799,2026-06-30T09:52:39.912799,,,,,,,,,"Se não conseguirem fazer a entrega, onde eu pego o cartão? Recebo reembolso se não me entregarem?","Caso a empresa responsável não consiga realizar a entrega do cartão após 3 (três) tentativas, o Bilhete Único será encaminhado ao Posto Central (Rua Boa Vista, 274 – Centro – Mezanino).
Todas essas informações estarão disponíveis para o(a) usuário(a) por meio do Site de Atendimento.
Não haverá reembolso, uma vez que as tentativas de entrega tiverem sido devidamente realizadas.","Se não conseguirem fazer a entrega, onde eu pego o cartão? Recebo reembolso se não me entregarem?

Caso a empresa responsável não consiga realizar a entrega do cartão após 3 (três) tentativas, o Bilhete Único será encaminhado ao Posto Central (Rua Boa Vista, 274 – Centro – Mezanino).
Todas essas informações estarão disponíveis para o(a) usuário(a) por meio do Site de Atendimento.
Não haverá reembolso, uma vez que as tentativas de entrega tiverem sido devidamente realizadas.",BILHETE ÚNICO COMUM EM CASA,1.0,1.0,1.0,0.9786,1.0,,,,8.0418,1.0,0.992867
F032,faq,O que é o Bilhete Único Mamãe Tarifa Zero?,"### Informações sobre o Bilhete Único Mamãe Tarifa Zero

O **Bilhete Único Mamãe Tarifa Zero** é um benefício destinado a mães que utilizam o transporte coletivo no município de São Paulo. Aqui estão as principais informações:

#### Como Solicitar:
1. **Consulta**: A pessoa responsável pela criança deve acessar o site do Mamãe Tarifa Zero para verificar se tem direito ao benefício.
2. **Pedido**: Caso tenha direito, será direcionada para realizar o pedido, confirmando os dados e informações da criança.
3. **Emissão**: Após a confirmação, o Bilhete Único Mamãe Tarifa Zero será emitido e enviado para a casa da responsável.
4. **Recarga Mensal**: Todo mês, créditos de gratuidade serão disponibilizados para recarga no cartão, de acordo com a frequência na creche.

#### Uso do Bilhete:
- **Válido somente para ônibus**: Os créditos de gratuidade do Bilhete são válidos apenas para uso nos ônibus da SPTrans. Para utilizar o metrô ou trem, é necessário carregar o cartão com créditos do tipo ""Comum"".
- **Integrações**: Com o Bilhete Único Mamãe Tarifa Zero, é possível realizar até **4 embarques** em ônibus dentro de um período de até **2 horas**.

#### Custo:
- A **primeira via** do bilhete é gratuita. Para a emissão da **segunda via**, em caso de perda, roubo ou dano, será cobrada uma taxa equivalente a **7 tarifas vigentes**.

Essas informações devem ajudá-lo a entender como funciona o Bilhete Único Mamãe Tarifa Zero e como solicitá-lo. Se precisar de mais detalhes, fique à vontade para perguntar!",multiagente,19.2817,faq,faq,,2026-06-30T09:52:47.955490,2026-06-30T09:53:07.237093,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:52:47.955490,2026-06-30T09:52:47.955490,,,,,,,,,O que é?,"É um programa que concede transporte gratuito nos ônibus da SPTrans para mães, pais e responsáveis (padrasto, madrasta, avó(ô), tia(o) e outros) por crianças, de zero a 4 anos, matriculadas nas creches públicas de São Paulo, utilizando o Bilhete Único Mamãe Tarifa Zero, para as viagens de ida e volta.","O que é?

É um programa que concede transporte gratuito nos ônibus da SPTrans para mães, pais e responsáveis (padrasto, madrasta, avó(ô), tia(o) e outros) por crianças, de zero a 4 anos, matriculadas nas creches públicas de São Paulo, utilizando o Bilhete Único Mamãe Tarifa Zero, para as viagens de ida e volta.",BILHETE ÚNICO MAMÃE TARIFA ZERO,1.0,1.0,1,0.8241,0.6667,,,,19.2816,1.0,0.830267
F033,faq,Quem tem direito ao Bilhete Único Mãe Paulistana?,"### Informações sobre o Bilhete Único Mãe Paulistana

O **Bilhete Único Mãe Paulistana** é um benefício voltado para gestantes que atendem aos seguintes critérios:

#### Direito ao Bilhete:
- **Quem pode solicitar**: Apenas gestantes que estão cadastradas nas Unidades Básicas de Saúde (UBS) e que são beneficiárias do Programa de Proteção da Saúde da Gestante e do Recém-Nascido.
- **Nota Importante**: Este bilhete não garante isenção tarifária; as passagens são custeadas pela **Secretaria Municipal da Saúde**.

#### Como Adquirir:
- As interessadas devem se dirigir a uma **Unidade Básica de Saúde - UBS**, munidas de documentos, para fazer o pedido. É necessário que as interessadas consultem os endereços das UBS para a solicitação.

Essas informações resumem quem tem direito ao Bilhete Único Mãe Paulistana e como pode ser adquirido. Se você tiver mais dúvidas, fique à vontade para perguntar!",multiagente,20.4021,faq,faq,,2026-06-30T09:53:07.239626,2026-06-30T09:53:27.642477,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:53:07.239626,2026-06-30T09:53:07.239626,,,,,,,,,Quem tem direito ao Bilhete Único Mãe Paulistana?,"Somente as gestantes cadastradas nas Unidades Básicas de Saúde - UBS e beneficiadas pelo Programa de Proteção da Saúde da Gestante e do Recém-Nascido.  
 
Nota: Esse tipo de cartão não proporciona isenção tarifária. As passagens são custeadas pela Secretaria Municipal da Saúde.","Quem tem direito ao Bilhete Único Mãe Paulistana?

Somente as gestantes cadastradas nas Unidades Básicas de Saúde - UBS e beneficiadas pelo Programa de Proteção da Saúde da Gestante e do Recém-Nascido.  
 
Nota: Esse tipo de cartão não proporciona isenção tarifária. As passagens são custeadas pela Secretaria Municipal da Saúde.",BILHETE ÚNICO MÃE PAULISTANA,1.0,1.0,1,0.625,1.0,,,,20.4029,1.0,0.875000
F034,faq,O Bilhete Único Mamãe Tarifa Zero pode ser usado no metrô ou trem?,"Os créditos de gratuidade do **Bilhete Único Mamãe Tarifa Zero** são válidos apenas para uso nos **ônibus da SPTrans**. Para utilizar o metrô ou trem, é necessário carregar o cartão com créditos do tipo **""Comum""** (dinheiro ou cotas de tempo).

Se precisar de mais informações ou tiver outras dúvidas, estou à disposição!",multiagente,4.1862,faq,faq,,2026-06-30T09:53:27.643436,2026-06-30T09:53:31.829900,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:53:27.643436,2026-06-30T09:53:27.643436,,,,,,,,,O Bilhete Único Mamãe Tarifa Zero poderá ser usado no metrô ou trem?,"Os créditos de gratuidade do Bilhete Único Mamãe Tarifa Zero são válidos apenas para uso nos ônibus da SPTrans. 
Para utilizar o metrô ou trem, é necessário carregar o cartão com créditos do tipo ""Comum"" (dinheiro ou cotas de tempo).","O Bilhete Único Mamãe Tarifa Zero poderá ser usado no metrô ou trem?

Os créditos de gratuidade do Bilhete Único Mamãe Tarifa Zero são válidos apenas para uso nos ônibus da SPTrans. 
Para utilizar o metrô ou trem, é necessário carregar o cartão com créditos do tipo ""Comum"" (dinheiro ou cotas de tempo).",BILHETE ÚNICO MAMÃE TARIFA ZERO,1.0,1.0,1.0,0.9545,1.0,,,,4.1865,1.0,0.984833
F035,faq,Com o Bilhete Único Mamãe Tarifa Zero é possível fazer integrações entre ônibus?,"Sim, com o **Bilhete Único Mamãe Tarifa Zero**, é possível realizar até **4 embarques** em ônibus dentro de um período de até **2 horas**. Isso permite que você faça integrações entre diferentes ônibus durante esse intervalo.

Se tiver mais perguntas ou precisar de mais informações, fique à vontade para perguntar!",multiagente,4.1307,faq,faq,,2026-06-30T09:53:31.830908,2026-06-30T09:53:35.962490,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:53:31.830908,2026-06-30T09:53:31.830908,,,,,,,,,Com o Bilhete Único Mamãe Tarifa Zero é possível realizar integrações?,"Sim, com o bilhete em mãos e disponível para uso, será possível realizar até 4 (quatro) embarques em ônibus dentro de um período de até 2 horas.","Com o Bilhete Único Mamãe Tarifa Zero é possível realizar integrações?

Sim, com o bilhete em mãos e disponível para uso, será possível realizar até 4 (quatro) embarques em ônibus dentro de um período de até 2 horas.",BILHETE ÚNICO MAMÃE TARIFA ZERO,1.0,1.0,1.0,0.8929,1.0,,,,4.1316,1.0,0.964300
F036,faq,O que é o Bilhete Único da Gestante da SPTrans?,"### Informações sobre o Bilhete Único da Gestante da SPTrans

O **Bilhete Único da Gestante** é um cartão destinado a mulheres grávidas, com as seguintes características:

#### O que é:
- É um cartão destinado a mulheres que estão grávidas a partir do **5º mês de gestação**.
- Permite o **desembarque pela porta da frente** dos ônibus da cidade de São Paulo, após o pagamento da tarifa com créditos do tipo **comum**.

#### Como Solicitar:
- A solicitação do Bilhete Único da Gestante pode ser feita de duas maneiras:
  - **Online**: Através do site de Atendimento Digital da SPTrans.
  - **Presencialmente**: Em um dos Postos de Atendimento, localizados nas Subprefeituras.

#### Reaver Créditos:
- Caso o cartão tenha sido bloqueado, a beneficiária deve:
  1. Receber a **2ª via** do cartão.
  2. Comparecer a um Posto de Atendimento da SPTrans e apresentar o cartão para que sejam carregados os valores que estavam no cartão bloqueado.

Se você tiver mais perguntas ou precisar de mais informações, fique à vontade para perguntar!",multiagente,20.4551,faq,faq,,2026-06-30T09:53:35.962490,2026-06-30T09:53:56.417792,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:53:35.962490,2026-06-30T09:53:35.962490,,,,,,,,,O que é o Bilhete Único da Gestante?,"É um cartão para mulheres grávidas, a partir do 5º (quinto) mês de gestação, que permite o desembarque pela porta da frente dos ônibus da cidade de São Paulo, após o pagamento da tarifa com créditos do tipo comum.","O que é o Bilhete Único da Gestante?

É um cartão para mulheres grávidas, a partir do 5º (quinto) mês de gestação, que permite o desembarque pela porta da frente dos ônibus da cidade de São Paulo, após o pagamento da tarifa com créditos do tipo comum.",BILHETE ÚNICO DA GESTANTE,1.0,1.0,1,0.85,1.0,,,,20.4553,1.0,0.950000
F037,faq,Quem tem direito ao Bilhete Único da Gestante?,"O **Bilhete Único da Gestante** é destinado às mulheres que estão grávidas e atendem ao seguinte critério:

- **Direito ao Bilhete**: Apenas mulheres grávidas a partir do **5º mês de gestação** têm direito a este bilhete.

Se precisar de mais informações ou tiver outras dúvidas, estou à disposição!",multiagente,4.5057,faq,faq,,2026-06-30T09:53:56.417792,2026-06-30T09:54:00.924618,faq,,,,,,Gabarito FAQ definido manualmente no CSV de entrada.,2026-06-30T09:53:56.417792,2026-06-30T09:53:56.417792,,,,,,,,,Quem tem direito ao Bilhete Único da Gestante?,Mulheres grávidas a partir do 5º (quinto) mês de gestação.,"Quem tem direito ao Bilhete Único da Gestante?

Mulheres grávidas a partir do 5º (quinto) mês de gestação.",BILHETE ÚNICO DA GESTANTE,1.0,1.0,1.0,1.0,1.0,,,,4.5068,1.0,1.000000
