id_consulta,tipo_tarefa,pergunta,resposta,arquitetura,tempo_resposta_seg,ferramenta_esperada,ferramenta_usada,erro,timestamp_inicio,timestamp_fim,referencia_tipo,referencia_url_esperada,referencia_codigo_linha,referencia_letreiro,referencia_sentido_descricao,referencia_erro,referencia_observacao,referencia_timestamp_inicio,referencia_timestamp_fim,referencia_linha_resolvida,referencia_horarios_esperados,referencia_rota_tempo_total_min,referencia_rota_distancia_total_km,referencia_rota_qtd_baldeacoes,referencia_rota_linhas_utilizadas,referencia_rota_pontos_embarque,referencia_rota_pontos_desembarque,referencia_faq_pergunta,referencia_faq_resposta,referencia_faq_texto,referencia_faq_categoria,referencia_faq_similaridade_pergunta,referencia_faq_score,pef,acuracia,completude,delta_temporal_status_seg,delta_temporal_horarios_seg,delta_temporal_rotas_seg,delta_temporal_faq_seg,atualidade,qoi
S011,status,Onde estão os veículos da linha 857R-10 sentido 1?,Você pode acompanhar a localização dos ônibus da linha 857R-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 857R-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1892&s=857R-10&sc=ACLIMA%C3%87%C3%83O).,multiagente,7.1106,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:14.944781,2026-06-28T18:18:22.055491,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1892&s=857R-10&sc=ACLIMA%C3%87%C3%83O,1892,857R-10,ACLIMAÇÃO,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:14.618256,2026-06-28T18:18:14.944781,,,,,,,,,,,,,,,1,1.0,1.0,7.1107,,,,1.0,1.000000
S012,status,Onde estão os veículos da linha 857R-10 sentido 2?,Você pode acompanhar a localização dos ônibus da linha 857R-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 857R-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1892&s=857R-10&sc=TERM.%20CAMPO%20LIMPO).,multiagente,7.5693,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:22.058061,2026-06-28T18:18:29.627958,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1892&s=857R-10&sc=TERM.%20CAMPO%20LIMPO,1892,857R-10,TERM. CAMPO LIMPO,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:22.058061,2026-06-28T18:18:22.058061,,,,,,,,,,,,,,,1,1.0,1.0,7.5699,,,,1.0,1.000000
S013,status,Mostre o Olho Vivo da linha 875C-10 sentido 1.,Você pode acompanhar o status em tempo real da linha 875C-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 875C-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=478&s=875C-10&sc=METR%C3%94%20STA.%20CRUZ).,multiagente,7.6593,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:29.933214,2026-06-28T18:18:37.592824,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=478&s=875C-10&sc=METR%C3%94%20STA.%20CRUZ,478,875C-10,METRÔ STA. CRUZ,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:29.627958,2026-06-28T18:18:29.933214,,,,,,,,,,,,,,,1,1.0,1.0,7.6596,,,,1.0,1.000000
S014,status,Mostre o Olho Vivo da linha 875C-10 sentido 2.,Você pode acompanhar o status em tempo real da linha 875C-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 875C-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=478&s=875C-10&sc=TERM.%20LAPA).,multiagente,6.7051,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:37.593847,2026-06-28T18:18:44.299531,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=478&s=875C-10&sc=TERM.%20LAPA,478,875C-10,TERM. LAPA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:37.593847,2026-06-28T18:18:37.593847,,,,,,,,,,,,,,,1,1.0,1.0,6.7057,,,,1.0,1.000000
S015,status,Quero ver os ônibus da linha 675K-10 sentido 1 no mapa.,Você pode acompanhar a localização dos ônibus da linha 675K-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 675K-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=198&s=675K-10&sc=METR%C3%94%20STA.%20CRUZ).,multiagente,6.6847,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:44.533224,2026-06-28T18:18:51.217619,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=198&s=675K-10&sc=METR%C3%94%20STA.%20CRUZ,198,675K-10,METRÔ STA. CRUZ,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:44.299531,2026-06-28T18:18:44.532231,,,,,,,,,,,,,,,1,1.0,1.0,6.6854,,,,1.0,1.000000
S016,status,Quero ver os ônibus da linha 675K-10 sentido 2 no mapa.,Você pode acompanhar a localização dos ônibus da linha 675K-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 675K-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=198&s=675K-10&sc=TERM.%20JD.%20%C3%82NGELA).,multiagente,7.6087,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:51.218603,2026-06-28T18:18:58.826653,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=198&s=675K-10&sc=TERM.%20JD.%20%C3%82NGELA,198,675K-10,TERM. JD. ÂNGELA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:51.218603,2026-06-28T18:18:51.218603,,,,,,,,,,,,,,,1,1.0,1.0,7.6081,,,,1.0,1.000000
S017,status,Onde estão os ônibus da linha 675X-10 sentido 1?,Você pode acompanhar a localização dos ônibus da linha 675X-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 675X-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=111&s=675X-10&sc=AACD-SERVIDOR).,multiagente,6.9184,status_onibus_tool,status_onibus_tool,,2026-06-28T18:18:59.072943,2026-06-28T18:19:05.991058,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=111&s=675X-10&sc=AACD-SERVIDOR,111,675X-10,AACD-SERVIDOR,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:18:58.827661,2026-06-28T18:18:59.072943,,,,,,,,,,,,,,,1,1.0,1.0,6.9181,,,,1.0,1.000000
S018,status,Onde estão os ônibus da linha 675X-10 sentido 2?,Você pode acompanhar a localização dos ônibus da linha 675X-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 675X-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=111&s=675X-10&sc=TERM.%20GRAJA%C3%9A).,multiagente,6.5803,status_onibus_tool,status_onibus_tool,,2026-06-28T18:19:05.992567,2026-06-28T18:19:12.572986,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=111&s=675X-10&sc=TERM.%20GRAJA%C3%9A,111,675X-10,TERM. GRAJAÚ,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:19:05.992567,2026-06-28T18:19:05.992567,,,,,,,,,,,,,,,1,1.0,1.0,6.5804,,,,1.0,1.000000
S019,status,Acompanhe a linha 669A-10 sentido 1 no Olho Vivo.,Você pode acompanhar a localização dos ônibus da linha 669A-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 669A-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=4&s=669A-10&sc=TERM.%20PRINC.%20ISABEL).,multiagente,7.7182,status_onibus_tool,status_onibus_tool,,2026-06-28T18:19:12.826976,2026-06-28T18:19:20.545020,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=4&s=669A-10&sc=TERM.%20PRINC.%20ISABEL,4,669A-10,TERM. PRINC. ISABEL,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:19:12.574985,2026-06-28T18:19:12.825902,,,,,,,,,,,,,,,1,1.0,1.0,7.7191,,,,1.0,1.000000
S020,status,Acompanhe a linha 669A-10 sentido 2 no Olho Vivo.,Você pode acompanhar a localização dos ônibus da linha 669A-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 669A-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=4&s=669A-10&sc=TERM.%20STO.%20AMARO).,multiagente,6.8336,status_onibus_tool,status_onibus_tool,,2026-06-28T18:19:20.545020,2026-06-28T18:19:27.377825,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=4&s=669A-10&sc=TERM.%20STO.%20AMARO,4,669A-10,TERM. STO. AMARO,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:19:20.545020,2026-06-28T18:19:20.545020,,,,,,,,,,,,,,,1,1.0,1.0,6.8328,,,,1.0,1.000000
S021,status,Me envie o link do mapa da linha 637A-10 sentido 1.,Aqui está o link para acompanhar a localização dos ônibus da linha 637A-10 (sentido 1): [Olho Vivo - Linha 637A-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=185&s=637A-10&sc=TERM.%20PINHEIROS).,multiagente,7.2744,status_onibus_tool,status_onibus_tool,,2026-06-28T18:19:27.646170,2026-06-28T18:19:34.918584,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=185&s=637A-10&sc=TERM.%20PINHEIROS,185,637A-10,TERM. PINHEIROS,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:19:27.379834,2026-06-28T18:19:27.646170,,,,,,,,,,,,,,,1,1.0,1.0,7.2724,,,,1.0,1.000000
S022,status,Me envie o link do mapa da linha 637A-10 sentido 2.,Aqui está o link para acompanhar a localização dos ônibus da linha 637A-10 (sentido 2): [Olho Vivo - Linha 637A-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=185&s=637A-10&sc=TERM.%20JD.%20%C3%82NGELA).,multiagente,7.4992,status_onibus_tool,status_onibus_tool,,2026-06-28T18:19:34.921397,2026-06-28T18:19:42.416114,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=185&s=637A-10&sc=TERM.%20JD.%20%C3%82NGELA,185,637A-10,TERM. JD. ÂNGELA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:19:34.921397,2026-06-28T18:19:34.921397,,,,,,,,,,,,,,,1,1.0,1.0,7.4947,,,,1.0,1.000000
S023,status,Onde estão os ônibus da linha 637G-10 sentido 1?,Você pode acompanhar a localização dos ônibus da linha 637G-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 637G-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=101&s=637G-10&sc=PINHEIROS).,multiagente,6.9799,status_onibus_tool,status_onibus_tool,,2026-06-28T18:19:42.633999,2026-06-28T18:19:49.627411,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=101&s=637G-10&sc=PINHEIROS,101,637G-10,PINHEIROS,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:19:42.416114,2026-06-28T18:19:42.633999,,,,,,,,,,,,,,,1,1.0,1.0,6.9934,,,,1.0,1.000000
S024,status,Onde estão os ônibus da linha 637G-10 sentido 2?,Você pode acompanhar a localização dos ônibus da linha 637G-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 637G-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=101&s=637G-10&sc=GRAJAÚ).,multiagente,10.3748,status_onibus_tool,status_onibus_tool,,2026-06-28T18:19:49.628418,2026-06-28T18:20:00.002264,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=101&s=637G-10&sc=GRAJA%C3%9A,101,637G-10,GRAJAÚ,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:19:49.628418,2026-06-28T18:19:49.628418,,,,,,,,,,,,,,,1,1.0,1.0,10.3738,,,,1.0,1.000000
S025,status,Mostre a localização da linha 6450-10 sentido 1.,Você pode acompanhar a localização dos ônibus da linha 6450-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 6450-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=59&s=6450-10&sc=TERM.%20BANDEIRA).,multiagente,7.5353,status_onibus_tool,status_onibus_tool,,2026-06-28T18:20:00.264065,2026-06-28T18:20:07.799491,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=59&s=6450-10&sc=TERM.%20BANDEIRA,59,6450-10,TERM. BANDEIRA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:20:00.002264,2026-06-28T18:20:00.264065,,,,,,,,,,,,,,,1,1.0,1.0,7.5354,,,,1.0,1.000000
S026,status,Mostre a localização da linha 6450-10 sentido 2.,Você pode acompanhar a localização dos ônibus da linha 6450-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 6450-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=59&s=6450-10&sc=TERM.%20CAPELINHA).,multiagente,7.4387,status_onibus_tool,status_onibus_tool,,2026-06-28T18:20:07.800506,2026-06-28T18:20:15.233884,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=59&s=6450-10&sc=TERM.%20CAPELINHA,59,6450-10,TERM. CAPELINHA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:20:07.800506,2026-06-28T18:20:07.800506,,,,,,,,,,,,,,,1,1.0,1.0,7.4334,,,,1.0,1.000000
S027,status,Quero acompanhar a linha 6451-10 sentido 1.,Você pode acompanhar a localização dos ônibus da linha 6451-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 6451-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=61&s=6451-10&sc=TERM.%20BANDEIRA).,multiagente,7.6267,status_onibus_tool,status_onibus_tool,,2026-06-28T18:20:15.517147,2026-06-28T18:20:23.149174,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=61&s=6451-10&sc=TERM.%20BANDEIRA,61,6451-10,TERM. BANDEIRA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:20:15.233884,2026-06-28T18:20:15.517147,,,,,,,,,,,,,,,1,1.0,1.0,7.632,,,,1.0,1.000000
S028,status,Quero acompanhar a linha 6451-10 sentido 2.,Você pode acompanhar a localização dos ônibus da linha 6451-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 6451-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=61&s=6451-10&sc=TERM.%20CAPELINHA).,multiagente,7.8139,status_onibus_tool,status_onibus_tool,,2026-06-28T18:20:23.150171,2026-06-28T18:20:30.964036,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=61&s=6451-10&sc=TERM.%20CAPELINHA,61,6451-10,TERM. CAPELINHA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:20:23.150171,2026-06-28T18:20:23.150171,,,,,,,,,,,,,,,1,1.0,1.0,7.8139,,,,1.0,1.000000
S029,status,Onde vejo os ônibus da linha 6500-10 sentido 1?,Você pode acompanhar a localização dos ônibus da linha 6500-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 6500-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=46&s=6500-10&sc=TERM.%20BANDEIRA).,multiagente,7.2606,status_onibus_tool,status_onibus_tool,,2026-06-28T18:20:31.197089,2026-06-28T18:20:38.457204,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=46&s=6500-10&sc=TERM.%20BANDEIRA,46,6500-10,TERM. BANDEIRA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:20:30.965047,2026-06-28T18:20:31.197089,,,,,,,,,,,,,,,1,1.0,1.0,7.2601,,,,1.0,1.000000
S030,status,Onde vejo os ônibus da linha 6500-10 sentido 2?,Você pode acompanhar a localização dos ônibus da linha 6500-10 (sentido 2) através do seguinte link: [Olho Vivo - Linha 6500-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=46&s=6500-10&sc=TERM.%20STO.%20AMARO).,multiagente,6.8256,status_onibus_tool,status_onibus_tool,,2026-06-28T18:20:38.458204,2026-06-28T18:20:45.284119,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=46&s=6500-10&sc=TERM.%20STO.%20AMARO,46,6500-10,TERM. STO. AMARO,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:20:38.458204,2026-06-28T18:20:38.458204,,,,,,,,,,,,,,,1,1.0,1.0,6.8259,,,,1.0,1.000000
S031,status,Mostre o status da linha 6505-10 sentido 1.,Você pode acompanhar o status dos ônibus da linha 6505-10 (sentido 1) através do seguinte link: [Olho Vivo - Linha 6505-10](https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1450&s=6505-10&sc=TERM.%20BANDEIRA).,multiagente,6.7926,status_onibus_tool,status_onibus_tool,,2026-06-28T18:20:45.510511,2026-06-28T18:20:52.303500,status,https://olhovivo.sptrans.com.br/#sp?cat=Mapa2&l=1450&s=6505-10&sc=TERM.%20BANDEIRA,1450,6505-10,TERM. BANDEIRA,,Foram encontrados 2 registros para o mesmo letreiro; foi usado o primeiro retorno da SPTrans.,2026-06-28T18:20:45.284119,2026-06-28T18:20:45.510511,,,,,,,,,,,,,,,1,1.0,1.0,6.793,,,,1.0,1.000000
